permutacion_inicial,ruta_final
"[6, 27, 16, 17, 9, 68, 46, 55, 11, 40, 66, 36, 45, 30, 62, 52, 51, 24, 33, 50, 67, 39, 61, 65, 70, 32, 44, 49, 20, 72, 71, 34, 7, 43, 26, 19, 31, 42, 28, 23, 13, 18, 59, 35, 53, 22, 2, 37, 56, 14, 69, 25, 1, 8, 21, 75, 73, 57, 58, 63, 47, 15, 5, 29, 48, 74, 41, 10, 12, 64, 38, 3, 4, 60, 54]","[[6, 27], [17, 9, 16, 68, 46], [40, 55, 66, 11], [52, 45, 36, 62, 30], [51, 50, 24, 33], [61, 67, 39], [34, 20, 70, 71, 49, 44, 32, 72, 65, 7], [26, 13, 19, 31, 23, 43, 42, 28], [18, 53, 59, 35], [56, 22, 2, 37], [14, 25, 1, 69], [75, 73, 21, 57, 8, 58], [63, 41, 74, 48, 47, 5, 15, 29], [64, 3, 12, 10, 38], [4, 60, 54]]"
"[64, 52, 19, 5, 10, 42, 6, 32, 8, 28, 15, 7, 50, 22, 35, 39, 48, 49, 56, 72, 61, 4, 36, 66, 3, 63, 41, 55, 40, 33, 37, 43, 59, 60, 18, 30, 20, 62, 68, 73, 21, 12, 75, 46, 51, 67, 27, 44, 11, 25, 74, 53, 69, 71, 13, 16, 29, 47, 31, 2, 1, 17, 23, 9, 38, 65, 54, 57, 24, 26, 14, 70, 45, 58, 34]","[[64, 5, 52, 19], [10, 32, 42, 6], [7, 35, 8, 15, 28, 22, 50, 39], [72, 49, 56, 48], [66, 36, 61, 4], [37, 33, 43, 41, 63, 3, 55, 40], [59, 60], [12, 18, 73, 62, 21, 20, 30, 68], [51, 75, 27, 46, 67], [74, 69, 71, 13, 53, 11, 25, 44], [29, 47, 2, 1, 16, 31], [17, 23, 9, 38, 65, 54, 57], [24, 26, 14, 70, 45], [58, 34]]"
"[3, 39, 42, 9, 32, 60, 51, 2, 74, 43, 26, 64, 49, 1, 66, 58, 36, 31, 34, 35, 8, 37, 44, 4, 73, 75, 69, 65, 10, 20, 53, 45, 15, 46, 19, 52, 5, 67, 25, 55, 48, 12, 16, 40, 30, 24, 70, 6, 56, 50, 11, 27, 38, 23, 62, 18, 59, 7, 14, 57, 28, 71, 17, 21, 72, 68, 54, 63, 33, 22, 41, 61, 13, 47, 29]","[[42, 3, 32, 9, 39], [60, 74, 2, 43, 51, 26], [66, 58, 49, 1, 64, 36], [37, 34, 8, 35, 31, 44], [75, 73, 69, 4], [10, 65, 53, 20], [45, 5, 15, 52, 19, 46], [55, 25, 67, 48], [12, 40, 24, 16, 30], [6, 56, 50, 11, 27, 70], [38, 18, 23, 62], [7, 14, 59, 57, 71, 28], [68, 21, 54, 72, 17], [33, 63, 41, 22, 61, 47, 29, 13]]"
"[51, 66, 74, 27, 3, 71, 72, 52, 41, 15, 47, 33, 64, 29, 67, 53, 30, 34, 19, 37, 62, 17, 25, 31, 40, 14, 55, 35, 46, 13, 32, 44, 68, 65, 26, 23, 7, 24, 16, 8, 42, 59, 21, 10, 60, 63, 45, 69, 20, 56, 6, 58, 48, 5, 57, 38, 49, 75, 12, 36, 28, 22, 73, 1, 70, 39, 18, 9, 2, 50, 4, 11, 61, 54, 43]","[[51, 3, 66, 27, 71, 74], [72, 33, 41, 64, 47, 15, 29, 52], [67, 53, 19, 34, 37, 30, 62], [17, 40, 25, 31], [55, 14, 35, 13, 46], [68, 44, 32], [26, 7, 65, 24, 23, 16], [42, 21, 8, 59, 10], [45, 20, 60, 69, 56, 63, 6], [49, 58, 38, 57, 5, 48, 75], [12, 73, 1, 22, 28, 36, 70], [2, 18, 50, 9, 39], [4, 43, 61, 54, 11]]"
"[47, 72, 59, 65, 74, 12, 60, 7, 37, 2, 24, 42, 19, 45, 35, 15, 70, 64, 23, 21, 30, 41, 27, 9, 63, 28, 16, 26, 38, 52, 56, 18, 55, 53, 48, 1, 20, 51, 31, 13, 46, 11, 39, 71, 58, 36, 67, 69, 5, 66, 32, 34, 10, 43, 49, 40, 75, 25, 62, 50, 61, 73, 14, 17, 54, 4, 8, 68, 29, 22, 57, 3, 33, 6, 44]","[[12, 72, 65, 59, 47, 74], [7, 37, 60, 2, 42, 24], [19, 45], [35, 15, 70, 21, 64, 41, 23, 30], [27, 28, 63, 16, 9], [26, 38, 52], [53, 55, 18, 56, 1, 48, 20], [51, 39, 31, 11, 13, 46], [71, 58], [69, 36, 5, 67, 66, 32], [34, 10, 40, 49, 43, 75], [14, 25, 50, 17, 73, 62, 61], [68, 22, 29, 57, 54, 8, 4], [6, 33, 3, 44]]"
"[9, 14, 31, 62, 65, 73, 33, 58, 51, 13, 39, 71, 45, 75, 67, 37, 4, 19, 68, 63, 18, 16, 6, 27, 72, 20, 49, 22, 11, 52, 60, 15, 17, 47, 43, 69, 53, 44, 3, 61, 28, 46, 12, 74, 66, 2, 34, 38, 59, 26, 41, 24, 30, 29, 42, 64, 35, 7, 55, 1, 21, 50, 70, 40, 54, 23, 25, 36, 32, 57, 56, 10, 5, 8, 48]","[[14, 31, 9, 62], [73, 33, 51, 39, 58, 65, 13], [67, 19, 37, 71, 45, 4, 75], [6, 68, 27, 20, 22, 63, 16, 49, 18, 72], [17, 11, 52, 15, 60], [53, 44, 3, 43, 28, 61, 69, 47], [12, 66, 46, 74], [2, 34, 59, 38, 26], [24, 41, 42, 64, 30, 29], [70, 21, 1, 50, 55, 7, 35], [40, 32, 25, 23, 36, 54], [56, 48, 5, 57, 8, 10]]"
"[46, 61, 58, 27, 42, 21, 51, 72, 25, 52, 8, 37, 10, 1, 32, 17, 55, 66, 57, 50, 41, 40, 5, 62, 30, 44, 24, 36, 71, 18, 74, 20, 69, 26, 22, 53, 70, 3, 38, 73, 33, 60, 29, 4, 35, 43, 45, 11, 34, 23, 16, 9, 7, 54, 13, 28, 19, 49, 65, 56, 12, 63, 64, 48, 68, 47, 31, 59, 2, 39, 75, 14, 15, 6, 67]","[[46, 61], [27, 21, 42, 51, 25, 72, 58], [37, 52, 8, 10], [1, 57, 66, 55, 32, 17], [41, 50, 40], [44, 24, 62, 36, 71, 5, 30], [20, 69, 74, 18, 26], [3, 22, 70, 53, 38], [33, 73, 60, 29, 4, 35], [43, 45, 34, 11], [13, 54, 7, 9, 16, 23, 28], [19, 65, 49], [12, 63, 56, 64, 47, 48, 68], [2, 39, 31, 59], [75, 6, 15, 14, 67]]"
"[54, 56, 35, 34, 38, 8, 24, 57, 66, 44, 59, 36, 29, 13, 61, 26, 30, 65, 73, 2, 39, 15, 47, 53, 33, 41, 17, 60, 1, 7, 5, 3, 72, 11, 12, 28, 48, 52, 40, 75, 32, 71, 19, 18, 67, 68, 43, 37, 4, 51, 23, 46, 6, 49, 69, 55, 64, 42, 27, 20, 14, 45, 58, 50, 22, 25, 74, 16, 9, 31, 70, 21, 63, 62, 10]","[[56, 38, 35, 8, 54, 34], [24, 44, 66, 57], [61, 36, 29, 13, 59, 26], [53, 65, 39, 73, 2, 30, 47, 15], [60, 41, 1, 33, 17], [5, 7, 11, 72, 12, 3], [52, 48, 28, 40], [18, 32, 67, 19, 71, 75], [4, 37, 43, 23, 51, 68], [46, 69, 49, 6], [55, 42, 64, 20, 45, 27, 14], [58, 25, 50, 22], [74, 16, 9, 31], [70, 21, 62, 63, 10]]"
"[28, 52, 12, 10, 41, 1, 16, 66, 3, 18, 2, 68, 5, 23, 22, 39, 59, 44, 73, 47, 29, 35, 46, 13, 49, 8, 70, 64, 19, 69, 38, 37, 75, 58, 71, 62, 65, 61, 43, 40, 30, 20, 48, 31, 53, 11, 14, 57, 25, 17, 72, 26, 27, 42, 21, 67, 32, 56, 63, 24, 50, 7, 6, 54, 55, 45, 51, 33, 36, 74, 9, 34, 15, 60, 4]","[[28, 52], [10, 12, 16, 41, 1], [66, 18, 3, 23, 22, 5, 2, 68], [39, 59], [44, 49, 73, 47, 29, 13, 35, 46], [38, 19, 8, 37, 70, 69, 64, 75], [58, 71, 62], [65, 40, 43, 61, 20, 48, 30], [31, 11, 53, 14, 57], [67, 27, 21, 42, 25, 72, 17, 26], [63, 56, 24, 50, 32, 7], [55, 51, 6, 33, 74, 36, 45, 54], [9, 34, 15, 60, 4]]"
"[34, 54, 32, 66, 52, 16, 18, 38, 6, 46, 68, 72, 20, 67, 31, 61, 62, 60, 23, 58, 36, 37, 47, 64, 71, 17, 43, 19, 41, 59, 35, 2, 73, 57, 1, 11, 63, 50, 28, 7, 49, 24, 33, 39, 8, 26, 75, 30, 40, 9, 27, 44, 4, 10, 29, 5, 69, 14, 13, 53, 48, 3, 45, 21, 51, 74, 65, 70, 22, 56, 55, 15, 42, 12, 25]","[[32, 66, 54, 52, 34], [38, 18, 16, 6], [72, 31, 67, 46, 20, 68], [60, 61, 62, 23, 58], [17, 43, 64, 47, 36, 71, 37, 19], [41, 1, 73, 2, 57, 59, 35], [28, 63, 50, 11], [26, 8, 7, 39, 24, 49, 33], [75, 30, 27, 9, 40], [44, 10, 4], [48, 69, 5, 29, 13, 14, 53, 3], [51, 65, 55, 56, 22, 74, 21, 70, 45], [12, 25, 42, 15]]"
