permutacion_inicial,ruta_final
"[6, 27, 16, 17, 9, 68, 46, 55, 11, 40, 66, 36, 45, 30, 62, 52, 51, 24, 33, 50, 67, 39, 61, 65, 70, 32, 44, 49, 20, 72, 71, 34, 7, 43, 26, 19, 31, 42, 28, 23, 13, 18, 59, 35, 53, 22, 2, 37, 56, 14, 69, 25, 1, 8, 21, 75, 73, 57, 58, 63, 47, 15, 5, 29, 48, 74, 41, 10, 12, 64, 38, 3, 4, 60, 54]","[[6, 27], [17, 9, 16, 68, 46], [40, 55, 11, 66], [30, 62, 36, 45, 52], [51, 50, 24, 33], [61, 67, 39], [44, 49, 32, 72, 65, 20, 70, 71, 34, 7], [26, 31, 23, 43, 42, 28, 13, 19], [18, 53, 59, 35], [2, 37, 22, 56], [14, 25, 1, 69], [75, 58, 73, 21, 57, 8], [74, 47, 15, 5, 29, 48, 41, 63], [64, 3, 12, 10, 38], [4, 60, 54]]"
"[64, 52, 19, 5, 10, 42, 6, 32, 8, 28, 15, 7, 50, 22, 35, 39, 48, 49, 56, 72, 61, 4, 36, 66, 3, 63, 41, 55, 40, 33, 37, 43, 59, 60, 18, 30, 20, 62, 68, 73, 21, 12, 75, 46, 51, 67, 27, 44, 11, 25, 74, 53, 69, 71, 13, 16, 29, 47, 31, 2, 1, 17, 23, 9, 38, 65, 54, 57, 24, 26, 14, 70, 45, 58, 34]","[[64, 5, 52, 19], [10, 32, 42, 6], [35, 8, 7, 39, 50, 22, 28, 15], [48, 49, 56, 72], [36, 61, 4, 66], [40, 3, 55, 63, 41, 43, 33, 37], [59, 60], [68, 12, 18, 73, 30, 20, 21, 62], [67, 46, 27, 75, 51], [44, 25, 11, 53, 74, 69, 71, 13], [29, 47, 2, 1, 16, 31], [17, 23, 9, 38, 65, 54, 57], [24, 26, 14, 70, 45], [58, 34]]"
"[3, 39, 42, 9, 32, 60, 51, 2, 74, 43, 26, 64, 49, 1, 66, 58, 36, 31, 34, 35, 8, 37, 44, 4, 73, 75, 69, 65, 10, 20, 53, 45, 15, 46, 19, 52, 5, 67, 25, 55, 48, 12, 16, 40, 30, 24, 70, 6, 56, 50, 11, 27, 38, 23, 62, 18, 59, 7, 14, 57, 28, 71, 17, 21, 72, 68, 54, 63, 33, 22, 41, 61, 13, 47, 29]","[[42, 3, 32, 39, 9], [51, 2, 60, 74, 43, 26], [66, 58, 49, 1, 64, 36], [37, 44, 31, 35, 8, 34], [4, 69, 73, 75], [20, 53, 65, 10], [46, 19, 52, 15, 5, 45], [25, 55, 67, 48], [12, 40, 16, 24, 30], [11, 27, 70, 56, 50, 6], [38, 18, 23, 62], [7, 14, 59, 57, 28, 71], [68, 21, 54, 17, 72], [33, 63, 41, 22, 61, 47, 29, 13]]"
"[51, 66, 74, 27, 3, 71, 72, 52, 41, 15, 47, 33, 64, 29, 67, 53, 30, 34, 19, 37, 62, 17, 25, 31, 40, 14, 55, 35, 46, 13, 32, 44, 68, 65, 26, 23, 7, 24, 16, 8, 42, 59, 21, 10, 60, 63, 45, 69, 20, 56, 6, 58, 48, 5, 57, 38, 49, 75, 12, 36, 28, 22, 73, 1, 70, 39, 18, 9, 2, 50, 4, 11, 61, 54, 43]","[[66, 27, 71, 74, 3, 51], [33, 64, 41, 72, 52, 15, 47, 29], [67, 53, 19, 37, 62, 30, 34], [17, 40, 25, 31], [55, 46, 35, 14, 13], [32, 44, 68], [26, 16, 23, 24, 65, 7], [21, 42, 8, 59, 10], [45, 20, 60, 69, 63, 56, 6], [58, 38, 49, 48, 5, 57, 75], [12, 73, 1, 22, 28, 70, 36], [39, 9, 18, 50, 2], [61, 43, 4, 54, 11]]"
"[47, 72, 59, 65, 74, 12, 60, 7, 37, 2, 24, 42, 19, 45, 35, 15, 70, 64, 23, 21, 30, 41, 27, 9, 63, 28, 16, 26, 38, 52, 56, 18, 55, 53, 48, 1, 20, 51, 31, 13, 46, 11, 39, 71, 58, 36, 67, 69, 5, 66, 32, 34, 10, 43, 49, 40, 75, 25, 62, 50, 61, 73, 14, 17, 54, 4, 8, 68, 29, 22, 57, 3, 33, 6, 44]","[[12, 72, 59, 65, 47, 74], [7, 24, 42, 2, 37, 60], [19, 45], [35, 15, 70, 21, 30, 23, 41, 64], [27, 9, 16, 63, 28], [26, 38, 52], [53, 20, 48, 1, 56, 18, 55], [51, 39, 31, 11, 13, 46], [71, 58], [67, 69, 36, 5, 66, 32], [34, 10, 40, 43, 49, 75], [61, 62, 73, 14, 25, 50, 17], [4, 68, 22, 29, 57, 54, 8], [3, 44, 33, 6]]"
"[9, 14, 31, 62, 65, 73, 33, 58, 51, 13, 39, 71, 45, 75, 67, 37, 4, 19, 68, 63, 18, 16, 6, 27, 72, 20, 49, 22, 11, 52, 60, 15, 17, 47, 43, 69, 53, 44, 3, 61, 28, 46, 12, 74, 66, 2, 34, 38, 59, 26, 41, 24, 30, 29, 42, 64, 35, 7, 55, 1, 21, 50, 70, 40, 54, 23, 25, 36, 32, 57, 56, 10, 5, 8, 48]","[[14, 31, 9, 62], [51, 73, 33, 13, 65, 58, 39], [67, 19, 37, 71, 45, 4, 75], [68, 22, 20, 27, 72, 18, 49, 63, 16, 6], [11, 52, 60, 15, 17], [44, 3, 43, 61, 28, 69, 47, 53], [46, 66, 12, 74], [2, 34, 38, 59, 26], [30, 29, 42, 64, 41, 24], [55, 50, 1, 21, 70, 35, 7], [36, 23, 25, 32, 40, 54], [56, 10, 8, 57, 5, 48]]"
"[46, 61, 58, 27, 42, 21, 51, 72, 25, 52, 8, 37, 10, 1, 32, 17, 55, 66, 57, 50, 41, 40, 5, 62, 30, 44, 24, 36, 71, 18, 74, 20, 69, 26, 22, 53, 70, 3, 38, 73, 33, 60, 29, 4, 35, 43, 45, 11, 34, 23, 16, 9, 7, 54, 13, 28, 19, 49, 65, 56, 12, 63, 64, 48, 68, 47, 31, 59, 2, 39, 75, 14, 15, 6, 67]","[[46, 61], [51, 58, 72, 25, 42, 21, 27], [37, 52, 8, 10], [17, 1, 32, 55, 66, 57], [40, 50, 41], [44, 24, 62, 30, 36, 71, 5], [18, 20, 69, 74, 26], [38, 53, 70, 22, 3], [73, 33, 60, 29, 4, 35], [43, 45, 11, 34], [9, 7, 54, 13, 28, 23, 16], [49, 65, 19], [12, 63, 56, 64, 47, 48, 68], [2, 39, 31, 59], [67, 14, 15, 75, 6]]"
"[54, 56, 35, 34, 38, 8, 24, 57, 66, 44, 59, 36, 29, 13, 61, 26, 30, 65, 73, 2, 39, 15, 47, 53, 33, 41, 17, 60, 1, 7, 5, 3, 72, 11, 12, 28, 48, 52, 40, 75, 32, 71, 19, 18, 67, 68, 43, 37, 4, 51, 23, 46, 6, 49, 69, 55, 64, 42, 27, 20, 14, 45, 58, 50, 22, 25, 74, 16, 9, 31, 70, 21, 63, 62, 10]","[[56, 38, 35, 54, 8, 34], [57, 66, 24, 44], [59, 13, 29, 61, 36, 26], [39, 65, 53, 15, 47, 30, 73, 2], [60, 41, 1, 33, 17], [3, 12, 72, 11, 7, 5], [28, 48, 52, 40], [75, 71, 19, 67, 32, 18], [68, 51, 23, 43, 37, 4], [46, 69, 6, 49], [55, 64, 42, 45, 20, 27, 14], [58, 25, 50, 22], [74, 16, 9, 31], [63, 62, 70, 21, 10]]"
"[28, 52, 12, 10, 41, 1, 16, 66, 3, 18, 2, 68, 5, 23, 22, 39, 59, 44, 73, 47, 29, 35, 46, 13, 49, 8, 70, 64, 19, 69, 38, 37, 75, 58, 71, 62, 65, 61, 43, 40, 30, 20, 48, 31, 53, 11, 14, 57, 25, 17, 72, 26, 27, 42, 21, 67, 32, 56, 63, 24, 50, 7, 6, 54, 55, 45, 51, 33, 36, 74, 9, 34, 15, 60, 4]","[[28, 52], [12, 10, 16, 41, 1], [66, 3, 18, 23, 22, 5, 2, 68], [39, 59], [46, 49, 44, 73, 47, 29, 13, 35], [38, 8, 19, 70, 37, 69, 64, 75], [58, 71, 62], [30, 20, 48, 61, 43, 65, 40], [31, 11, 14, 53, 57], [17, 26, 72, 25, 42, 21, 27, 67], [32, 24, 56, 63, 50, 7], [55, 51, 6, 33, 74, 36, 54, 45], [9, 34, 15, 60, 4]]"
"[34, 54, 32, 66, 52, 16, 18, 38, 6, 46, 68, 72, 20, 67, 31, 61, 62, 60, 23, 58, 36, 37, 47, 64, 71, 17, 43, 19, 41, 59, 35, 2, 73, 57, 1, 11, 63, 50, 28, 7, 49, 24, 33, 39, 8, 26, 75, 30, 40, 9, 27, 44, 4, 10, 29, 5, 69, 14, 13, 53, 48, 3, 45, 21, 51, 74, 65, 70, 22, 56, 55, 15, 42, 12, 25]","[[32, 66, 54, 52, 34], [16, 18, 38, 6], [68, 20, 46, 67, 72, 31], [60, 61, 62, 23, 58], [43, 64, 71, 36, 37, 47, 17, 19], [2, 73, 1, 41, 57, 59, 35], [11, 50, 28, 63], [26, 33, 49, 24, 39, 7, 8], [75, 30, 27, 40, 9], [4, 10, 44], [53, 14, 13, 5, 69, 48, 29, 3], [51, 74, 21, 70, 22, 56, 55, 65, 45], [15, 42, 12, 25]]"
"[53, 62, 63, 17, 60, 29, 4, 54, 46, 15, 38, 28, 27, 13, 19, 69, 35, 25, 65, 64, 36, 6, 50, 55, 1, 33, 23, 26, 2, 73, 68, 30, 67, 40, 47, 22, 51, 71, 43, 24, 12, 41, 16, 44, 7, 32, 3, 70, 56, 8, 75, 20, 9, 21, 39, 59, 58, 18, 57, 72, 52, 14, 34, 74, 37, 66, 49, 42, 61, 10, 11, 48, 31, 45, 5]","[[53, 62, 63, 17], [38, 46, 54, 15, 60, 29, 4], [28, 69, 27, 13, 35, 19, 25, 65], [6, 50, 55, 23, 64, 1, 33, 36], [26], [68, 2, 73, 30, 67, 40], [51, 71, 47, 22, 43, 24, 12], [41, 16, 3, 44, 32, 7], [8, 20, 70, 75, 56], [59, 58, 9, 39, 18, 21], [72, 14, 52, 57, 34], [66, 49, 42, 61, 74, 37], [10, 11, 48], [31, 45, 5]]"
"[17, 69, 19, 30, 46, 61, 41, 54, 33, 24, 26, 2, 14, 55, 34, 4, 58, 9, 66, 39, 71, 36, 16, 27, 73, 48, 38, 67, 13, 15, 11, 18, 22, 31, 57, 52, 70, 6, 74, 60, 25, 51, 53, 10, 59, 3, 5, 47, 64, 29, 32, 50, 65, 56, 44, 62, 37, 7, 72, 63, 75, 43, 20, 42, 23, 49, 1, 21, 40, 35, 28, 12, 45, 68, 8]","[[17, 41, 69, 61, 30, 19, 54, 46], [33, 24, 26], [4, 2, 34, 14, 55], [66, 58, 9, 39], [16, 73, 71, 36, 48, 27], [13, 15, 22, 18, 38, 11, 67], [31, 6, 74, 70, 60, 57, 52], [59, 53, 10, 25, 51, 3], [5, 29, 47, 64, 32, 50, 65], [72, 44, 63, 56, 62, 37, 7], [75, 21, 20, 1, 42, 43, 23, 49], [40, 12, 8, 35, 45, 68, 28]]"
"[2, 38, 14, 11, 55, 36, 3, 42, 33, 16, 20, 17, 66, 6, 7, 50, 72, 9, 48, 29, 59, 10, 18, 73, 52, 70, 22, 40, 51, 19, 64, 71, 53, 44, 32, 67, 15, 46, 68, 49, 8, 35, 60, 23, 61, 34, 41, 28, 47, 26, 58, 45, 65, 5, 24, 30, 25, 31, 37, 43, 13, 74, 1, 62, 39, 21, 69, 12, 54, 57, 75, 4, 27, 63, 56]","[[2, 14, 11, 38, 55], [20, 36, 42, 33, 16, 3], [6, 17, 66], [7, 72, 9, 50], [59, 10, 18, 73, 48, 29], [52, 70, 22, 40, 51], [44, 32, 64, 71, 19, 53], [68, 49, 15, 46, 67], [23, 61, 60, 8, 35, 34], [41, 28, 47], [26, 58, 65, 24, 30, 5, 45], [25, 31], [37, 13, 74, 62, 43, 1, 39], [21, 69], [12, 75, 4, 54, 57, 27], [63, 56]]"
