iteracion,tiempo_us,coste,operador,instancia,ruta_actual,conSplit
0,0,1765,2-opt,CMT1.vrp,"[[28, 34, 49, 32, 44, 1, 35, 30, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
1,775,1757,2-opt,CMT1.vrp,"[[49, 34, 28, 32, 44, 1, 35, 30, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
2,828,1738,2-opt,CMT1.vrp,"[[44, 32, 49, 34, 28, 1, 35, 30, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
3,893,1716,2-opt,CMT1.vrp,"[[28, 35, 1, 44, 32, 49, 34, 30, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
4,1000,1714,2-opt,CMT1.vrp,"[[35, 28, 1, 44, 32, 49, 34, 30, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
5,1042,1701,2-opt,CMT1.vrp,"[[44, 1, 35, 28, 32, 49, 34, 30, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
6,1119,1698,2-opt,CMT1.vrp,"[[28, 35, 30, 34, 49, 32, 44, 1, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
7,1157,1686,2-opt,CMT1.vrp,"[[28, 35, 1, 32, 44, 49, 34, 30, 27, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
8,1200,1665,2-opt,CMT1.vrp,"[[28, 35, 1, 27, 30, 34, 49, 32, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
9,1272,1663,2-opt,CMT1.vrp,"[[35, 28, 1, 27, 30, 34, 49, 32, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
10,1323,1650,2-opt,CMT1.vrp,"[[27, 1, 35, 28, 30, 34, 49, 32, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
11,1428,1636,2-opt,CMT1.vrp,"[[28, 35, 1, 27, 32, 49, 34, 30, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
12,1482,1635,2-opt,CMT1.vrp,"[[35, 28, 1, 27, 32, 49, 34, 30, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
13,1508,1628,2-opt,CMT1.vrp,"[[27, 1, 35, 28, 32, 49, 34, 30, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
14,1671,1627,2-opt,CMT1.vrp,"[[27, 28, 35, 1, 32, 49, 34, 30, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
15,1708,1624,2-opt,CMT1.vrp,"[[27, 1, 28, 35, 32, 49, 34, 30, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
16,1730,1624,2-opt,CMT1.vrp,"[[27, 1, 32, 28, 35, 49, 34, 30, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
17,1832,1618,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 49, 34, 30, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
18,1915,1614,2-opt,CMT1.vrp,"[[27, 1, 32, 28, 35, 30, 34, 49, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
19,1977,1609,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 30, 34, 49, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
20,2131,1604,2-opt,CMT1.vrp,"[[27, 1, 32, 28, 35, 34, 30, 49, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
21,2234,1599,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [43, 6, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
22,2567,1594,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 18, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
23,2599,1590,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [18, 6, 43, 29, 42, 17, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
24,2637,1581,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [17, 42, 29, 18, 6, 43, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
25,2706,1532,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [43, 6, 18, 17, 42, 29, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
26,2761,1528,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 18, 17, 42, 29, 36, 38, 5, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
27,2797,1522,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [5, 38, 36, 29, 42, 17, 18, 6, 43, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
28,2863,1498,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [43, 6, 18, 17, 42, 5, 38, 36, 29, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
29,2896,1493,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 18, 17, 42, 5, 38, 36, 29, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
30,3003,1484,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [43, 6, 18, 17, 42, 5, 38, 29, 36, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
31,3037,1479,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 18, 17, 42, 5, 38, 29, 36, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
32,3166,1478,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 42, 17, 18], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
