permutacion_inicial,ruta_final
"[50, 76, 14, 42, 29, 16, 66, 49, 34, 55, 57, 65, 15, 62, 48, 54, 13, 1, 3, 92, 88, 10, 79, 22, 59, 11, 8, 17, 40, 90, 94, 19, 30, 12, 70, 75, 45, 18, 96, 68, 53, 98, 21, 83, 46, 100, 93, 51, 74, 20, 28, 95, 39, 77, 71, 56, 37, 6, 97, 31, 7, 69, 47, 85, 87, 27, 35, 44, 9, 61, 23, 78, 43, 24, 64, 26, 73, 60, 2, 36, 52, 82, 5, 41, 86, 25, 63, 32, 58, 33, 99, 89, 91, 38, 84, 72, 81, 80, 67, 4]","[[50, 81, 9, 71, 35, 34, 78, 2, 57, 15, 42], [65, 66, 20, 30, 69, 27], [77, 3, 79, 33, 51, 31, 52, 6, 96, 99, 59, 94], [97, 87, 22, 74, 72, 76, 32, 90, 63, 62], [93, 61, 16, 86, 17, 84, 5, 88, 10, 70, 1, 28], [12, 80, 68, 29, 24, 54, 26, 53], [7, 48, 46, 8, 45, 83, 60, 89], [91, 44, 38, 14, 43, 23, 67, 39], [19, 11, 64, 49, 36, 47, 82, 18, 13, 58, 73, 21, 40], [95, 92, 37, 98, 85, 100, 41, 75, 56, 25, 55, 4]]"
"[13, 44, 82, 36, 9, 7, 85, 40, 72, 89, 50, 68, 81, 1, 10, 27, 92, 51, 73, 47, 49, 63, 98, 56, 65, 77, 30, 54, 94, 5, 70, 22, 14, 19, 88, 97, 17, 55, 29, 26, 64, 21, 43, 35, 76, 83, 71, 62, 12, 74, 32, 75, 41, 15, 91, 6, 34, 60, 33, 23, 59, 37, 18, 31, 16, 57, 39, 3, 79, 80, 84, 46, 4, 61, 53, 67, 90, 45, 11, 20, 100, 96, 28, 78, 38, 66, 52, 93, 24, 99, 48, 58, 69, 8, 42, 86, 95, 2, 87, 25]","[[60, 83, 17, 84, 5, 13, 58, 40, 26, 53], [28, 50, 33, 81, 1, 69, 27], [12, 80, 68, 77, 51, 64, 49, 36, 47, 46, 18], [94, 95, 97, 87, 2, 73, 4, 25, 55, 31, 10, 62, 88], [92, 42, 43, 15, 41, 22, 75, 74, 72, 21, 9, 71, 20, 30, 70], [56, 39, 67, 23, 57, 37, 98, 59], [76, 3, 79, 29, 24, 54], [93, 61, 45, 8, 82, 7, 48, 19, 11, 63, 90, 32], [78, 34, 35, 65, 66, 52, 89, 99, 96, 6], [85, 91, 16, 86, 38, 14, 44, 100]]"
"[69, 55, 50, 4, 39, 1, 80, 79, 37, 84, 21, 7, 76, 65, 66, 82, 72, 63, 97, 19, 44, 36, 17, 91, 71, 10, 33, 12, 40, 11, 43, 61, 32, 16, 81, 24, 67, 51, 62, 94, 68, 93, 38, 54, 25, 70, 20, 56, 6, 23, 42, 85, 95, 57, 92, 48, 96, 46, 13, 75, 8, 100, 53, 64, 34, 26, 18, 90, 98, 86, 59, 22, 28, 35, 73, 58, 41, 74, 3, 49, 31, 87, 45, 14, 47, 30, 89, 15, 29, 60, 27, 77, 78, 99, 9, 5, 83, 2, 52, 88]","[[54, 24, 55, 25, 4, 56, 39, 67, 23, 75, 72], [9, 35, 65, 66, 63, 11, 19, 62, 7, 48, 82, 83, 60], [31, 10, 70, 69, 27], [28, 50, 33, 81, 78, 79, 3, 97, 92, 95, 94], [13, 87, 100, 37, 30, 20, 51, 1], [98, 85, 91, 44, 38, 14, 42, 43, 15, 57, 2, 58], [80, 29, 34, 71, 32, 90, 47, 5, 93, 59, 99, 96], [40, 21, 74, 22, 41, 73, 36, 49, 64], [89, 18, 8, 46, 45, 6, 53, 26, 12, 68, 77, 76], [61, 16, 86, 17, 84, 88, 52]]"
"[67, 13, 62, 95, 56, 72, 28, 58, 100, 30, 74, 17, 65, 64, 12, 46, 66, 21, 2, 79, 11, 63, 19, 10, 98, 33, 9, 18, 14, 39, 86, 15, 43, 37, 7, 36, 99, 97, 44, 78, 88, 53, 22, 61, 4, 24, 51, 23, 25, 3, 47, 90, 84, 50, 75, 96, 5, 83, 92, 71, 27, 68, 35, 49, 81, 1, 91, 73, 82, 16, 69, 77, 87, 93, 6, 94, 89, 60, 34, 55, 31, 26, 70, 57, 48, 80, 41, 29, 20, 52, 54, 76, 45, 32, 59, 40, 42, 85, 8, 38]","[[74, 75, 56, 23, 22, 41, 57, 42, 100, 98], [26, 40, 58, 17, 45, 46, 47, 36, 49, 64, 19, 11, 63, 10, 70], [79, 78, 68, 15, 43, 14, 44, 38, 86, 16, 91, 37, 92, 6], [27, 88, 62, 90, 32, 29, 24, 55, 25, 67, 39, 4, 72, 73], [53, 13, 59, 5, 60, 89], [34, 35, 65, 71, 9, 81, 50], [1, 69, 48, 82, 8, 83, 84, 61, 85, 93, 99, 96], [52, 18, 7, 31, 30, 20, 66, 51, 33, 3, 77, 76], [94, 95, 97, 87, 2, 21, 54, 80, 12, 28]]"
"[85, 50, 67, 39, 98, 83, 47, 7, 61, 70, 99, 58, 74, 95, 93, 49, 87, 78, 28, 27, 97, 36, 20, 13, 5, 26, 56, 22, 48, 60, 16, 90, 91, 10, 75, 71, 68, 62, 6, 31, 15, 18, 45, 42, 4, 92, 9, 29, 43, 30, 80, 24, 82, 79, 81, 51, 84, 33, 14, 65, 52, 53, 19, 46, 35, 37, 69, 77, 12, 1, 21, 63, 100, 94, 11, 44, 55, 59, 72, 40, 3, 96, 54, 8, 34, 73, 86, 66, 88, 57, 17, 25, 41, 23, 38, 2, 76, 89, 32, 64]","[[13, 97, 92, 93, 5, 83, 8, 48, 7, 52], [53, 40, 58, 95, 59, 99, 45, 46, 36, 49, 64, 63, 10], [39, 56, 75, 22, 74, 82, 47, 19, 11, 62, 27], [71, 65, 66, 20, 30, 18, 85, 100, 42, 15, 57, 2], [76, 33, 81, 78, 79, 24, 29, 34, 35, 9, 51, 1, 69], [94, 96, 6, 89, 88, 31, 50, 3, 77, 12, 26, 28], [61, 16, 44, 91, 98, 37, 87, 73, 72, 54, 80, 68], [21, 4, 55, 25, 67, 23, 41, 43, 14, 38, 86, 17, 84, 60], [70, 32, 90]]"
"[13, 27, 56, 93, 78, 30, 37, 41, 92, 44, 48, 51, 64, 17, 72, 61, 46, 80, 22, 45, 81, 91, 97, 19, 98, 53, 5, 70, 39, 94, 74, 23, 1, 21, 38, 71, 34, 18, 67, 12, 77, 2, 76, 29, 52, 6, 24, 4, 10, 25, 89, 31, 85, 28, 54, 58, 14, 9, 60, 20, 95, 42, 66, 32, 88, 96, 65, 33, 8, 90, 68, 55, 79, 73, 36, 82, 62, 43, 3, 83, 47, 40, 7, 59, 69, 11, 15, 87, 99, 100, 16, 50, 26, 63, 57, 49, 84, 35, 86, 75]","[[5, 84, 83, 60], [53, 2, 42, 14, 44, 38, 86, 46, 48, 90, 30, 51, 50], [22, 41, 57, 100, 91, 16, 85, 93, 99], [94, 95, 97, 74, 75, 23, 56, 72, 21], [27, 28, 12, 80, 68, 76, 77, 3, 79, 78, 29, 24, 55, 25, 4], [52, 31, 69, 1, 26, 40, 58], [6, 89, 9, 81, 33], [88, 10, 20, 66, 65, 71, 35, 34, 54, 67, 39, 73], [18, 47, 36, 49, 64, 11, 19, 7], [96, 59, 92, 98, 37, 43, 15, 87, 13], [70, 32, 63, 62, 82, 8, 45, 17, 61]]"
"[92, 11, 14, 1, 100, 2, 49, 94, 71, 62, 19, 87, 38, 54, 18, 69, 82, 30, 95, 59, 61, 24, 80, 5, 85, 39, 45, 20, 27, 47, 9, 77, 99, 74, 81, 97, 84, 65, 34, 48, 91, 90, 10, 31, 98, 57, 60, 37, 17, 83, 70, 55, 12, 51, 73, 89, 72, 28, 58, 4, 86, 68, 52, 44, 16, 26, 75, 41, 50, 13, 78, 63, 56, 40, 23, 43, 3, 22, 42, 79, 15, 36, 29, 8, 32, 7, 96, 76, 21, 33, 67, 53, 6, 35, 93, 66, 46, 64, 88, 25]","[[85, 91, 16, 86, 44, 100, 98, 59], [88, 62, 19, 49, 36, 47], [89, 18, 82, 48, 83, 60, 96, 94, 6], [53, 26, 12, 80, 24, 29, 79, 3, 77], [97, 87, 2, 40, 68, 78, 34, 30, 32, 90, 10, 70], [99, 93, 61, 17, 84, 5, 27, 69, 1, 50, 76, 28], [54, 55, 39, 4, 58], [21, 72, 22, 57, 42, 37, 92, 95, 13], [73, 74, 75, 56, 25, 67, 23, 41, 15, 43, 14, 38, 45, 46, 8, 7, 52], [33, 81, 9, 51, 20, 71, 35, 65, 66, 63, 64, 11, 31]]"
"[30, 3, 25, 66, 19, 68, 4, 57, 13, 59, 7, 42, 76, 67, 93, 97, 73, 27, 40, 9, 16, 45, 60, 51, 98, 61, 99, 70, 21, 81, 91, 52, 6, 86, 8, 82, 44, 26, 43, 18, 78, 12, 29, 48, 64, 20, 50, 72, 58, 10, 90, 33, 47, 94, 35, 37, 65, 96, 89, 1, 38, 39, 23, 31, 11, 49, 77, 71, 79, 74, 92, 54, 5, 56, 28, 41, 85, 17, 53, 75, 2, 95, 14, 34, 32, 84, 88, 55, 62, 83, 80, 87, 36, 100, 69, 63, 15, 46, 24, 22]","[[76, 77, 3, 79, 68, 80, 12, 37, 98, 92, 95], [94, 13, 53, 28, 50, 1, 27], [87, 42, 14, 61, 84, 5, 60, 52, 9, 34, 78, 81], [15, 43, 38, 44, 16, 86, 17, 45, 82, 7], [69, 70, 30, 20, 51, 26, 40, 2, 58], [90, 32, 66, 65, 71, 35], [6, 96, 59, 97, 41, 23, 67, 39], [48, 47, 49, 64, 63, 10, 21, 72, 73], [74, 56, 75, 22, 57, 100, 91, 85, 93, 99, 89], [18, 83, 8, 46, 36, 19, 11, 62, 88, 31, 33, 29, 24, 55, 25, 4, 54]]"
"[2, 35, 61, 14, 51, 49, 90, 62, 45, 5, 73, 72, 100, 30, 19, 34, 83, 28, 46, 40, 70, 26, 75, 68, 1, 7, 24, 86, 37, 15, 22, 92, 27, 6, 74, 66, 79, 25, 59, 60, 57, 43, 12, 96, 77, 8, 89, 21, 52, 47, 71, 3, 56, 32, 38, 82, 4, 55, 91, 76, 99, 48, 11, 53, 16, 44, 65, 67, 10, 18, 50, 13, 87, 42, 9, 31, 63, 29, 78, 93, 54, 80, 84, 39, 64, 17, 98, 88, 23, 36, 20, 81, 33, 97, 69, 95, 58, 41, 94, 85]","[[60, 5, 85, 93], [11, 64, 49, 36, 47, 8, 2, 73, 72], [33, 35, 71, 9], [1, 50, 12, 74, 22, 41, 15, 57, 87, 97, 92, 37, 100, 98, 94], [27, 69, 70, 30, 79, 3, 42, 43, 14, 38, 44, 91], [18, 82, 48, 63, 66, 65, 34, 25, 67, 56, 75, 21], [26, 54, 24, 29, 10, 62, 31], [61, 16, 86, 17, 84, 7, 88, 52], [53, 58, 40, 80, 68, 77, 76, 28], [4, 23, 39, 55, 78, 81, 51, 20, 32, 90, 19, 46, 45, 83], [13, 95, 59, 99, 96, 6, 89]]"
"[7, 18, 32, 38, 75, 62, 37, 11, 27, 91, 16, 9, 2, 45, 78, 69, 51, 26, 80, 48, 93, 100, 65, 28, 70, 87, 42, 84, 96, 22, 57, 40, 49, 94, 17, 20, 29, 46, 88, 79, 50, 61, 31, 19, 5, 23, 54, 25, 58, 59, 71, 14, 39, 95, 90, 89, 10, 82, 44, 55, 34, 3, 53, 63, 41, 76, 99, 4, 77, 21, 74, 15, 52, 60, 97, 24, 12, 6, 8, 86, 73, 98, 13, 30, 47, 33, 64, 83, 36, 81, 1, 56, 67, 35, 85, 92, 72, 43, 66, 68]","[[70, 10, 90, 63, 11, 19, 17, 86, 38, 44, 16], [50, 33, 81, 78, 29, 80, 12, 58, 13, 94, 6], [9, 71, 35, 40, 2, 57, 87, 97, 95, 53], [83, 84, 45, 46, 62, 88, 31, 69, 27], [52, 7, 48, 82, 8, 18, 89, 4, 54, 26], [96, 99, 59, 98, 14, 43, 23, 24, 34, 65, 66, 20, 1], [21, 73, 72, 56, 75, 74, 22, 41, 15, 42, 61, 5, 60], [93, 85, 91, 100, 37, 92], [47, 36, 49, 64, 32, 30, 51, 55, 25, 67, 39], [28, 68, 79, 3, 77, 76]]"
