permutacion_inicial,ruta_final
"[50, 76, 14, 42, 29, 16, 66, 49, 34, 55, 57, 65, 15, 62, 48, 54, 13, 1, 3, 92, 88, 10, 79, 22, 59, 11, 8, 17, 40, 90, 94, 19, 30, 12, 70, 75, 45, 18, 96, 68, 53, 98, 21, 83, 46, 100, 93, 51, 74, 20, 28, 95, 39, 77, 71, 56, 37, 6, 97, 31, 7, 69, 47, 85, 87, 27, 35, 44, 9, 61, 23, 78, 43, 24, 64, 26, 73, 60, 2, 36, 52, 82, 5, 41, 86, 25, 63, 32, 58, 33, 99, 89, 91, 38, 84, 72, 81, 80, 67, 4]","[[28, 76, 3, 79, 81, 9, 71, 35, 34, 78, 50], [65, 66, 32, 90, 70, 1], [12, 77, 33, 51, 20, 30, 58, 13, 95, 59, 96, 6], [62, 10, 88, 94, 57, 22, 75, 56, 4, 21], [89, 60, 5, 17, 84, 61, 85, 93, 18, 31, 69, 27], [54, 55, 24, 29, 68, 80, 26, 53], [19, 49, 36, 47, 48, 82, 7, 52], [91, 16, 86, 38, 43, 15, 74, 72], [40, 73, 2, 87, 97, 99, 83, 8, 45, 46, 64, 63, 11], [92, 37, 98, 100, 44, 14, 42, 41, 23, 39, 67, 25]]"
"[13, 44, 82, 36, 9, 7, 85, 40, 72, 89, 50, 68, 81, 1, 10, 27, 92, 51, 73, 47, 49, 63, 98, 56, 65, 77, 30, 54, 94, 5, 70, 22, 14, 19, 88, 97, 17, 55, 29, 26, 64, 21, 43, 35, 76, 83, 71, 62, 12, 74, 32, 75, 41, 15, 91, 6, 34, 60, 33, 23, 59, 37, 18, 31, 16, 57, 39, 3, 79, 80, 84, 46, 4, 61, 53, 67, 90, 45, 11, 20, 100, 96, 28, 78, 38, 66, 52, 93, 24, 99, 48, 58, 69, 8, 42, 86, 95, 2, 87, 25]","[[60, 5, 17, 45, 83, 84, 61, 98, 92, 95], [50, 33, 81, 1, 31, 69, 27], [10, 63, 64, 49, 36, 47, 77, 3, 79, 30, 70], [53, 40, 74, 22, 73, 72, 4, 25, 55, 24, 29, 80, 68], [42, 43, 87, 58, 9, 35, 34, 78, 54, 56, 75, 41, 15, 97, 13], [21, 39, 67, 23, 100, 37, 59, 94], [2, 57, 26, 12, 76, 28], [89, 18, 82, 8, 46, 62, 90, 32, 11, 19, 48, 7], [51, 65, 71, 66, 20, 88, 52, 99, 96, 6], [93, 85, 16, 86, 44, 14, 38, 91]]"
"[69, 55, 50, 4, 39, 1, 80, 79, 37, 84, 21, 7, 76, 65, 66, 82, 72, 63, 97, 19, 44, 36, 17, 91, 71, 10, 33, 12, 40, 11, 43, 61, 32, 16, 81, 24, 67, 51, 62, 94, 68, 93, 38, 54, 25, 70, 20, 56, 6, 23, 42, 85, 95, 57, 92, 48, 96, 46, 13, 75, 8, 100, 53, 64, 34, 26, 18, 90, 98, 86, 59, 22, 28, 35, 73, 58, 41, 74, 3, 49, 31, 87, 45, 14, 47, 30, 89, 15, 29, 60, 27, 77, 78, 99, 9, 5, 83, 2, 52, 88]","[[54, 55, 56, 4, 39, 67, 25, 24, 23, 75, 72], [29, 34, 65, 66, 71, 35, 63, 11, 19, 47, 36, 46, 48], [50, 33, 78, 79, 3], [31, 10, 90, 32, 9, 81, 51, 20, 30, 70, 1], [59, 99, 96, 6, 94, 89, 53, 28], [95, 92, 37, 100, 42, 57, 43, 44, 38, 14, 15, 13], [58, 40, 2, 87, 98, 85, 17, 61, 16, 86, 91, 97], [21, 73, 74, 22, 41, 26, 64, 49, 62], [83, 45, 8, 82, 7, 88, 69, 12, 68, 80, 77, 76], [93, 5, 84, 60, 18, 52, 27]]"
"[67, 13, 62, 95, 56, 72, 28, 58, 100, 30, 74, 17, 65, 64, 12, 46, 66, 21, 2, 79, 11, 63, 19, 10, 98, 33, 9, 18, 14, 39, 86, 15, 43, 37, 7, 36, 99, 97, 44, 78, 88, 53, 22, 61, 4, 24, 51, 23, 25, 3, 47, 90, 84, 50, 75, 96, 5, 83, 92, 71, 27, 68, 35, 49, 81, 1, 91, 73, 82, 16, 69, 77, 87, 93, 6, 94, 89, 60, 34, 55, 31, 26, 70, 57, 48, 80, 41, 29, 20, 52, 54, 76, 45, 32, 59, 40, 42, 85, 8, 38]","[[23, 75, 22, 74, 56, 39, 41, 15, 43, 87], [31, 7, 49, 64, 36, 46, 93, 57, 2, 62, 11, 63, 19, 88, 52], [27, 89, 91, 14, 38, 86, 44, 100, 42, 98, 37, 92, 97, 58], [1, 69, 28, 73, 72, 4, 24, 55, 67, 25, 54, 76, 70, 10], [53, 96, 99, 5, 83, 18], [29, 34, 78, 35, 65, 71, 9], [60, 84, 17, 8, 82, 48, 47, 45, 6, 94, 95, 13], [51, 66, 20, 32, 90, 30, 3, 77, 79, 81, 33, 50], [80, 68, 12, 26, 21, 40, 59, 85, 16, 61]]"
"[85, 50, 67, 39, 98, 83, 47, 7, 61, 70, 99, 58, 74, 95, 93, 49, 87, 78, 28, 27, 97, 36, 20, 13, 5, 26, 56, 22, 48, 60, 16, 90, 91, 10, 75, 71, 68, 62, 6, 31, 15, 18, 45, 42, 4, 92, 9, 29, 43, 30, 80, 24, 82, 79, 81, 51, 84, 33, 14, 65, 52, 53, 19, 46, 35, 37, 69, 77, 12, 1, 21, 63, 100, 94, 11, 44, 55, 59, 72, 40, 3, 96, 54, 8, 34, 73, 86, 66, 88, 57, 17, 25, 41, 23, 38, 2, 76, 89, 32, 64]","[[42, 43, 15, 57, 87, 59, 60, 82, 48, 7], [6, 96, 99, 5, 83, 62, 10, 30, 1, 70, 90, 32, 20], [53, 40, 21, 56, 39, 72, 13, 52, 88, 31, 69], [66, 71, 65, 35, 97, 14, 38, 44, 84, 17, 86, 16], [3, 29, 78, 9, 54, 24, 34, 79, 81, 51, 50, 33, 76], [63, 64, 11, 19, 46, 45, 8, 18, 77, 68, 80, 12], [98, 100, 37, 91, 61, 85, 93, 92, 95, 94, 89, 27], [28, 26, 73, 22, 75, 74, 4, 55, 25, 67, 23, 41, 2, 58], [47, 36, 49]]"
"[13, 27, 56, 93, 78, 30, 37, 41, 92, 44, 48, 51, 64, 17, 72, 61, 46, 80, 22, 45, 81, 91, 97, 19, 98, 53, 5, 70, 39, 94, 74, 23, 1, 21, 38, 71, 34, 18, 67, 12, 77, 2, 76, 29, 52, 6, 24, 4, 10, 25, 89, 31, 85, 28, 54, 58, 14, 9, 60, 20, 95, 42, 66, 32, 88, 96, 65, 33, 8, 90, 68, 55, 79, 73, 36, 82, 62, 43, 3, 83, 47, 40, 7, 59, 69, 11, 15, 87, 99, 100, 16, 50, 26, 63, 57, 49, 84, 35, 86, 75]","[[94, 96, 99, 59], [73, 74, 22, 41, 57, 93, 5, 83, 60, 8, 45, 17, 84], [37, 98, 85, 61, 91, 100, 87, 2, 13], [31, 70, 20, 30, 67, 23, 56, 75, 72], [29, 34, 78, 79, 3, 77, 80, 76, 52, 89, 6, 21, 4, 39, 26], [27, 69, 1, 12, 54, 40, 58], [51, 33, 50, 28, 53], [90, 32, 66, 35, 65, 71, 9, 81, 68, 24, 55, 25], [47, 19, 62, 11, 48, 7, 82, 18], [14, 44, 38, 43, 15, 42, 97, 92, 95], [88, 10, 63, 64, 49, 36, 46, 86, 16]]"
"[92, 11, 14, 1, 100, 2, 49, 94, 71, 62, 19, 87, 38, 54, 18, 69, 82, 30, 95, 59, 61, 24, 80, 5, 85, 39, 45, 20, 27, 47, 9, 77, 99, 74, 81, 97, 84, 65, 34, 48, 91, 90, 10, 31, 98, 57, 60, 37, 17, 83, 70, 55, 12, 51, 73, 89, 72, 28, 58, 4, 86, 68, 52, 44, 16, 26, 75, 41, 50, 13, 78, 63, 56, 40, 23, 43, 3, 22, 42, 79, 15, 36, 29, 8, 32, 7, 96, 76, 21, 33, 67, 53, 6, 35, 93, 66, 46, 64, 88, 25]","[[89, 61, 16, 86, 44, 14, 92, 95], [27, 48, 19, 49, 36, 47], [18, 83, 45, 84, 5, 94, 4, 55, 54], [93, 85, 91, 100, 97, 13, 26, 12, 28], [80, 68, 3, 79, 29, 78, 34, 30, 32, 90, 10, 70], [6, 96, 99, 60, 82, 88, 31, 1, 77, 76, 50, 69], [58, 40, 21, 73, 53], [59, 98, 37, 42, 72, 74, 2, 57, 87], [24, 25, 56, 75, 23, 39, 67, 22, 41, 15, 43, 38, 17, 8, 46, 7, 52], [51, 81, 33, 9, 20, 71, 35, 65, 66, 63, 64, 11, 62]]"
"[30, 3, 25, 66, 19, 68, 4, 57, 13, 59, 7, 42, 76, 67, 93, 97, 73, 27, 40, 9, 16, 45, 60, 51, 98, 61, 99, 70, 21, 81, 91, 52, 6, 86, 8, 82, 44, 26, 43, 18, 78, 12, 29, 48, 64, 20, 50, 72, 58, 10, 90, 33, 47, 94, 35, 37, 65, 96, 89, 1, 38, 39, 23, 31, 11, 49, 77, 71, 79, 74, 92, 54, 5, 56, 28, 41, 85, 17, 53, 75, 2, 95, 14, 34, 32, 84, 88, 55, 62, 83, 80, 87, 36, 100, 69, 63, 15, 46, 24, 22]","[[80, 68, 25, 54, 55, 24, 4, 21, 13, 6, 89], [58, 2, 57, 87, 97, 95, 94], [85, 91, 61, 84, 46, 47, 36, 48, 14, 42, 100, 93], [18, 83, 8, 45, 17, 16, 44, 38, 86, 5], [29, 78, 34, 35, 9, 81, 50, 28, 27], [10, 90, 32, 66, 65, 71], [96, 99, 59, 92, 23, 67, 39, 56], [19, 11, 49, 64, 63, 33, 79, 3, 77], [26, 73, 22, 41, 15, 43, 72, 75, 74, 40, 53], [20, 30, 31, 88, 62, 7, 82, 60, 37, 98, 52, 69, 51, 70, 1, 76, 12]]"
"[2, 35, 61, 14, 51, 49, 90, 62, 45, 5, 73, 72, 100, 30, 19, 34, 83, 28, 46, 40, 70, 26, 75, 68, 1, 7, 24, 86, 37, 15, 22, 92, 27, 6, 74, 66, 79, 25, 59, 60, 57, 43, 12, 96, 77, 8, 89, 21, 52, 47, 71, 3, 56, 32, 38, 82, 4, 55, 91, 76, 99, 48, 11, 53, 16, 44, 65, 67, 10, 18, 50, 13, 87, 42, 9, 31, 63, 29, 78, 93, 54, 80, 84, 39, 64, 17, 98, 88, 23, 36, 20, 81, 33, 97, 69, 95, 58, 41, 94, 85]","[[37, 98, 100, 92], [47, 49, 19, 36, 46, 48, 82, 18, 89], [60, 8, 45, 83], [52, 88, 31, 1, 33, 3, 50, 69, 17, 84, 86, 38, 14, 44, 91], [87, 2, 75, 23, 67, 56, 41, 15, 57, 43, 42, 97], [73, 22, 74, 72, 4, 78, 34, 29, 25, 39, 21, 40], [12, 80, 68, 77, 76, 28, 27], [85, 16, 61, 5, 7, 62, 10, 70], [53, 13, 58, 30, 20, 65, 35, 81], [26, 54, 55, 24, 79, 90, 11, 64, 63, 32, 66, 71, 9, 51], [95, 59, 93, 99, 96, 94, 6]]"
"[7, 18, 32, 38, 75, 62, 37, 11, 27, 91, 16, 9, 2, 45, 78, 69, 51, 26, 80, 48, 93, 100, 65, 28, 70, 87, 42, 84, 96, 22, 57, 40, 49, 94, 17, 20, 29, 46, 88, 79, 50, 61, 31, 19, 5, 23, 54, 25, 58, 59, 71, 14, 39, 95, 90, 89, 10, 82, 44, 55, 34, 3, 53, 63, 41, 76, 99, 4, 77, 21, 74, 15, 52, 60, 97, 24, 12, 6, 8, 86, 73, 98, 13, 30, 47, 33, 64, 83, 36, 81, 1, 56, 67, 35, 85, 92, 72, 43, 66, 68]","[[89, 60, 5, 13, 58, 32, 90, 63, 11, 62, 88], [6, 96, 94, 27, 69, 50, 77, 76, 99, 93, 59], [7, 82, 18, 95, 97, 87, 2, 22, 74, 72], [30, 20, 66, 65, 71, 35, 34, 78, 3], [52, 31, 70, 1, 12, 54, 25, 55, 4, 26], [92, 98, 85, 84, 17, 45, 8, 10, 33, 79, 51, 9, 81], [41, 23, 39, 67, 56, 75, 57, 15, 44, 38, 42, 43, 14], [61, 16, 86, 91, 100, 37], [48, 47, 19, 64, 49, 36, 46, 83, 40, 73, 21], [53, 28, 80, 24, 29, 68]]"
"[47, 51, 38, 11, 10, 86, 87, 98, 82, 73, 70, 96, 100, 18, 37, 34, 28, 71, 32, 97, 99, 24, 57, 95, 17, 29, 4, 52, 91, 85, 20, 68, 61, 50, 8, 49, 55, 67, 22, 43, 72, 36, 89, 94, 31, 74, 59, 9, 79, 69, 75, 88, 26, 53, 77, 27, 76, 7, 19, 92, 12, 16, 23, 40, 6, 62, 33, 64, 2, 39, 58, 15, 3, 30, 90, 1, 93, 13, 84, 42, 44, 41, 83, 65, 14, 25, 56, 48, 35, 54, 45, 21, 60, 78, 81, 80, 46, 66, 63, 5]","[[47, 36], [6, 96, 59, 97, 95, 98, 99, 93, 92, 91, 100, 85, 37], [10, 90, 63, 32, 11, 19, 48, 82, 7, 52], [2, 43, 38, 14, 61, 5, 89], [18, 46, 8, 94, 75, 56, 23, 72, 21], [58, 13, 87, 42, 15, 57, 41, 22, 74, 73], [40, 26, 12, 76, 51, 20, 30, 70, 69, 27], [53, 28, 31, 88, 62, 49, 64], [67, 39, 25, 29, 33, 81, 50, 1], [45, 17, 84, 86, 44, 16, 83, 60], [4, 55, 24, 68, 80, 54], [77, 3, 79, 78, 34, 35, 65, 66, 71, 9]]"
"[28, 80, 42, 91, 66, 92, 95, 39, 8, 69, 86, 96, 7, 71, 81, 27, 49, 25, 16, 24, 21, 13, 78, 2, 77, 9, 82, 18, 72, 43, 37, 59, 74, 30, 1, 36, 22, 48, 70, 57, 83, 75, 32, 76, 55, 89, 50, 10, 93, 67, 65, 46, 51, 52, 29, 79, 5, 14, 88, 68, 17, 53, 90, 47, 34, 35, 26, 84, 3, 85, 58, 19, 64, 94, 73, 98, 44, 60, 11, 54, 97, 87, 15, 23, 41, 56, 62, 99, 61, 45, 63, 33, 6, 12, 4, 40, 100, 31, 20, 38]","[[58, 2, 87, 97, 37, 92, 95, 6], [59, 98, 85, 93, 70, 30, 81, 33, 50], [76, 68, 12, 40, 13, 94, 80, 77, 26, 28, 53], [15, 43, 42, 100, 46, 47, 49, 36, 64, 11, 62], [57, 41, 23, 67, 25, 55], [27, 31, 10, 90, 32, 66, 65, 34, 78, 79, 3], [44, 14, 38, 86, 17, 19, 63, 20, 71, 35, 9, 51, 1], [48, 82, 8, 45, 61, 16, 91, 5, 60, 89], [54, 4, 73, 72, 74, 22, 21], [96, 99, 84, 83, 52, 69, 29, 24, 39, 56, 75, 18, 7, 88]]"
"[75, 2, 56, 97, 39, 99, 83, 13, 20, 22, 26, 31, 64, 100, 61, 89, 87, 84, 40, 96, 35, 48, 15, 62, 76, 81, 49, 41, 8, 46, 10, 44, 42, 80, 9, 66, 52, 14, 45, 18, 59, 38, 4, 3, 5, 12, 63, 85, 7, 21, 95, 30, 68, 55, 79, 53, 16, 65, 27, 1, 93, 23, 91, 86, 98, 82, 78, 94, 57, 29, 17, 36, 6, 71, 58, 88, 47, 90, 11, 69, 50, 70, 67, 54, 51, 43, 25, 37, 28, 34, 19, 77, 72, 92, 33, 73, 32, 60, 74, 24]","[[75, 23, 56, 67, 39, 72, 2, 57], [21, 73, 74, 22, 41, 15, 43, 42, 100, 37, 92, 95], [27, 48, 19, 62, 7, 47, 49, 64, 36, 46, 8, 82, 6], [51, 20, 66, 63, 11, 45, 17, 86, 38, 14, 87], [94, 59, 98, 93, 99], [58, 40, 54, 68, 79, 78, 34, 71, 65, 35, 9], [96, 5, 16, 44, 84, 61, 85, 91, 97, 13], [89, 60, 83, 18, 52, 88, 10, 90, 32, 69, 1, 70, 31, 30, 28], [4, 25, 55, 24, 29, 80, 77, 3, 81, 33, 50, 76, 12, 26, 53]]"
"[18, 58, 74, 7, 6, 48, 61, 9, 41, 71, 85, 69, 62, 42, 45, 73, 75, 68, 55, 52, 87, 83, 92, 65, 88, 95, 82, 81, 20, 11, 47, 37, 33, 3, 21, 79, 15, 38, 44, 86, 1, 67, 36, 64, 93, 17, 39, 96, 89, 35, 5, 16, 78, 72, 97, 40, 51, 66, 4, 25, 13, 31, 43, 24, 29, 53, 12, 98, 46, 90, 100, 22, 91, 30, 57, 59, 99, 50, 49, 60, 27, 63, 77, 54, 14, 32, 94, 23, 2, 19, 84, 28, 10, 76, 80, 34, 70, 8, 56, 26]","[[95, 97, 89, 52, 31, 65, 35, 9, 66, 71], [27, 69, 70, 30, 1, 26, 73, 21, 40, 58, 13, 94, 6], [7, 88, 90, 63, 32, 64, 11, 49, 36], [77, 3, 76, 87, 42, 38, 44, 86, 14, 43], [82, 48, 8, 17, 91, 100, 85, 61, 16, 59], [72, 74, 75, 56, 80, 68, 39, 67, 23], [55, 25, 24, 29, 79, 12, 2, 57, 15, 41, 22, 4, 54], [96, 99, 5, 84, 45, 46, 47, 19, 62, 10, 20, 51], [92, 37, 98, 93, 60, 83, 18, 81, 78, 34, 33, 50, 28, 53]]"
"[49, 46, 86, 94, 5, 15, 48, 37, 25, 81, 71, 64, 91, 42, 72, 9, 82, 97, 30, 90, 47, 27, 78, 79, 85, 88, 2, 38, 24, 65, 19, 77, 18, 7, 33, 53, 23, 57, 26, 92, 44, 93, 84, 39, 67, 58, 63, 36, 34, 45, 14, 32, 76, 21, 40, 100, 3, 13, 11, 8, 99, 70, 60, 74, 66, 29, 59, 69, 22, 75, 52, 87, 10, 95, 51, 4, 98, 31, 1, 41, 17, 50, 68, 28, 73, 80, 96, 56, 35, 55, 6, 16, 61, 54, 43, 89, 62, 12, 20, 83]","[[18, 8, 45, 17, 84, 5], [4, 55, 25, 73, 91, 86, 44, 16, 93, 59, 99, 95], [88, 90, 63, 32, 66, 51], [53, 40, 54, 24, 29, 79, 81, 9, 33, 52, 89], [58, 2, 57, 43, 14, 38, 42, 15, 39, 67, 23], [47, 48, 19, 7, 82, 83, 60, 96, 94, 6], [31, 10, 30, 70, 20, 65, 71, 35, 34, 78, 72, 41, 22, 74], [13, 87, 92, 97], [12, 80, 26, 28, 1, 69, 50, 77, 68, 3, 76, 27], [21, 56, 75, 37, 100, 98, 85, 61, 46, 36, 49, 64, 11, 62]]"
"[59, 40, 9, 98, 88, 78, 71, 31, 83, 11, 53, 52, 92, 18, 94, 90, 55, 33, 1, 84, 61, 19, 24, 38, 72, 32, 23, 46, 66, 76, 95, 14, 6, 97, 85, 20, 99, 42, 39, 15, 56, 30, 54, 70, 25, 93, 86, 2, 74, 49, 79, 36, 27, 96, 12, 67, 62, 43, 34, 3, 91, 64, 63, 47, 37, 45, 17, 8, 80, 7, 35, 75, 28, 21, 50, 73, 4, 77, 51, 10, 100, 13, 57, 89, 69, 60, 22, 58, 29, 5, 87, 81, 26, 68, 41, 48, 44, 82, 65, 16]","[[27, 1, 30, 20, 66, 65, 71, 70, 31, 69], [6, 96, 18, 7, 10, 90, 32, 51, 33, 79, 54, 55, 25, 4, 26], [82, 47, 48, 45, 17, 61, 85, 37, 98, 93], [92, 100, 43, 15, 41, 56, 75, 39, 67, 23, 22, 57, 2, 40], [11, 19, 62, 88, 77, 68, 80, 24, 29, 3, 50], [63, 64, 49, 36, 46, 8, 83, 52], [78, 34, 35, 9, 81, 72, 74, 73, 21, 12, 76, 28], [58, 13, 97, 91, 86, 16, 44, 38, 14, 42, 87], [53, 94, 95, 59, 99, 5, 84, 60, 89]]"
"[34, 54, 13, 51, 49, 11, 2, 61, 6, 38, 10, 82, 83, 39, 81, 28, 3, 69, 62, 9, 93, 25, 79, 64, 91, 80, 41, 67, 65, 76, 1, 32, 40, 20, 14, 94, 30, 78, 24, 85, 87, 57, 100, 74, 8, 97, 18, 36, 52, 84, 21, 15, 16, 72, 63, 90, 33, 44, 59, 77, 7, 23, 47, 26, 71, 5, 99, 86, 73, 50, 19, 46, 22, 98, 75, 88, 68, 12, 53, 48, 70, 17, 27, 60, 95, 55, 56, 31, 35, 92, 4, 58, 45, 42, 96, 89, 43, 37, 29, 66]","[[9, 35, 65, 64, 49, 36, 46, 86, 44, 38, 17, 45, 82], [20, 66, 71, 51, 30, 70, 69], [4, 25, 24, 29, 68, 80, 55, 67, 39, 54, 50, 1], [53, 58, 33, 81, 34, 78, 79, 3, 77, 56, 23, 75], [27, 52, 18, 60, 83, 84, 85, 61, 16, 7, 63, 90, 32], [95, 92, 97, 41, 74, 22], [94, 6, 5, 99, 96, 8, 48, 19, 11, 47, 91, 93], [26, 12, 76, 28], [31, 10, 62, 88, 89, 2, 21, 73, 72, 40], [59, 37, 98, 100, 42, 15, 14, 43, 57, 87, 13]]"
